日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2025-07-03,10:22:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6245.8,1249160,1手,-,0,28.73,全部成交,2025-07-03 10:22:00
2025-07-03,11:16:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6257.8,-1251560,-1手,-,-2400,28.79,全部成交,2025-07-03 11:16:00
2025-07-04,09:32:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6263.8,1252760,1手,-,0,28.81,全部成交,2025-07-04 09:32:00
2025-07-04,10:42:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6253.2,-1250640,-1手,-,2120,28.76,全部成交,2025-07-04 10:42:00
2025-07-04,13:46:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6299.8,1259960,1手,-,0,28.98,全部成交,2025-07-04 13:46:00
2025-07-04,14:55:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6265,-1253000,-1手,-,6960,28.82,全部成交,2025-07-04 14:55:00
2025-07-07,14:50:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6272.6,1254520,1手,-,0,28.85,全部成交,2025-07-07 14:50:00
2025-07-07,14:55:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6270.2,-1254040,-1手,-,480,28.84,全部成交,2025-07-07 14:55:00
2025-07-08,14:50:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6372.8,1274560,1手,-,0,29.31,全部成交,2025-07-08 14:50:00
2025-07-08,14:55:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6369.6,-1273920,-1手,-,640,29.3,全部成交,2025-07-08 14:55:00
2025-07-09,11:01:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6375,1275000,1手,-,0,29.32,全部成交,2025-07-09 11:01:00
2025-07-09,13:05:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6385.2,-1277040,-1手,-,-2040,29.37,全部成交,2025-07-09 13:05:00
2025-07-09,14:08:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6371.8,1274360,1手,-,0,29.31,全部成交,2025-07-09 14:08:00
2025-07-09,14:55:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6363.8,-1272760,-1手,-,1600,29.27,全部成交,2025-07-09 14:55:00
2025-07-10,09:41:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6342.6,1268520,1手,-,0,29.18,全部成交,2025-07-10 09:41:00
2025-07-10,09:50:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6365.4,-1273080,-1手,-,-4560,29.28,全部成交,2025-07-10 09:50:00
2025-07-10,10:41:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6357.4,1271480,1手,-,0,29.24,全部成交,2025-07-10 10:41:00
2025-07-10,13:01:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6366.4,-1273280,-1手,-,-1800,29.29,全部成交,2025-07-10 13:01:00
2025-07-10,14:31:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6374.4,1274880,1手,-,0,29.32,全部成交,2025-07-10 14:31:00
2025-07-10,14:55:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6378.6,-1275720,-1手,-,-840,29.34,全部成交,2025-07-10 14:55:00
2025-07-11,09:37:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6367.2,1273440,1手,-,0,29.29,全部成交,2025-07-11 09:37:00
2025-07-11,09:45:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6380.2,-1276040,-1手,-,-2600,29.35,全部成交,2025-07-11 09:45:00
2025-07-11,10:19:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6391.6,1278320,1手,-,0,29.4,全部成交,2025-07-11 10:19:00
2025-07-11,10:25:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6427.2,-1285440,-1手,-,-7120,29.57,全部成交,2025-07-11 10:25:00
2025-07-11,14:40:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6441.8,1288360,1手,-,0,29.63,全部成交,2025-07-11 14:40:00
2025-07-11,14:55:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6447.8,-1289560,-1手,-,-1200,29.66,全部成交,2025-07-11 14:55:00
2025-07-14,14:50:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6451.2,1290240,1手,-,0,29.68,全部成交,2025-07-14 14:50:00
2025-07-14,14:55:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6448.2,-1289640,-1手,-,600,29.66,全部成交,2025-07-14 14:55:00
2025-07-15,09:32:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6441.8,1288360,1手,-,0,29.63,全部成交,2025-07-15 09:32:00
2025-07-15,10:42:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6416.2,-1283240,-1手,-,5120,29.51,全部成交,2025-07-15 10:42:00
2025-07-15,11:10:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6388.4,1277680,1手,-,0,29.39,全部成交,2025-07-15 11:10:00
2025-07-15,13:07:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6389.2,-1277840,-1手,-,-160,29.39,全部成交,2025-07-15 13:07:00
2025-07-16,10:14:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6459.4,1291880,1手,-,0,29.71,全部成交,2025-07-16 10:14:00
2025-07-16,14:13:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6455.6,-1291120,-1手,-,760,29.7,全部成交,2025-07-16 14:13:00
2025-07-17,14:50:00,金融期货,中证1000指数(IM2507.CCFX),开空,市价单,1手,6524.2,1304840,1手,-,0,30.01,全部成交,2025-07-17 14:50:00
2025-07-17,14:55:00,金融期货,中证1000指数(IM2507.CCFX),平空,市价单,-1手,6526.8,-1305360,-1手,-,-520,30.02,全部成交,2025-07-17 14:55:00
2025-07-18,09:58:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6478,1295600,1手,-,0,29.8,全部成交,2025-07-18 09:58:00
2025-07-18,14:10:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6468.8,-1293760,-1手,-,1840,29.76,全部成交,2025-07-18 14:10:00
2025-07-21,11:19:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6521.8,1304360,1手,-,0,30,全部成交,2025-07-21 11:19:00
2025-07-21,13:39:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6547.8,-1309560,-1手,-,-5200,30.12,全部成交,2025-07-21 13:39:00
2025-07-22,09:32:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6545.8,1309160,1手,-,0,30.11,全部成交,2025-07-22 09:32:00
2025-07-22,09:39:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6560.4,-1312080,-1手,-,-2920,30.18,全部成交,2025-07-22 09:39:00
2025-07-22,10:21:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6539.6,1307920,1手,-,0,30.08,全部成交,2025-07-22 10:21:00
2025-07-22,10:46:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6555.4,-1311080,-1手,-,-3160,30.15,全部成交,2025-07-22 10:46:00
2025-07-22,13:48:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6558,1311600,1手,-,0,30.17,全部成交,2025-07-22 13:48:00
2025-07-22,14:30:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6574.4,-1314880,-1手,-,-3280,30.24,全部成交,2025-07-22 14:30:00
2025-07-23,09:33:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6562.8,1312560,1手,-,0,30.19,全部成交,2025-07-23 09:33:00
2025-07-23,09:46:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6586.4,-1317280,-1手,-,-4720,30.3,全部成交,2025-07-23 09:46:00
2025-07-23,10:22:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6582.8,1316560,1手,-,0,30.28,全部成交,2025-07-23 10:22:00
2025-07-23,11:28:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6597,-1319400,-1手,-,-2840,30.35,全部成交,2025-07-23 11:28:00
2025-07-23,13:38:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6602,1320400,1手,-,0,30.37,全部成交,2025-07-23 13:38:00
2025-07-23,14:55:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6575,-1315000,-1手,-,5400,30.24,全部成交,2025-07-23 14:55:00
2025-07-24,13:46:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6632.4,1326480,1手,-,0,30.51,全部成交,2025-07-24 13:46:00
2025-07-24,14:35:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6673.2,-1334640,-1手,-,-8160,30.7,全部成交,2025-07-24 14:35:00
2025-07-25,10:23:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6656.4,1331280,1手,-,0,30.62,全部成交,2025-07-25 10:23:00
2025-07-25,14:03:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6672.2,-1334440,-1手,-,-3160,30.69,全部成交,2025-07-25 14:03:00
2025-07-25,14:25:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6651.2,1330240,1手,-,0,30.6,全部成交,2025-07-25 14:25:00
2025-07-25,14:55:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6669.6,-1333920,-1手,-,-3680,30.68,全部成交,2025-07-25 14:55:00
2025-07-28,09:33:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6639,1327800,1手,-,0,30.54,全部成交,2025-07-28 09:33:00
2025-07-28,09:53:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6674.4,-1334880,-1手,-,-7080,30.7,全部成交,2025-07-28 09:53:00
2025-07-28,11:25:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6674,1334800,1手,-,0,30.7,全部成交,2025-07-28 11:25:00
2025-07-28,14:55:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6678,-1335600,-1手,-,-800,30.72,全部成交,2025-07-28 14:55:00
2025-07-29,09:32:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6674.2,1334840,1手,-,0,30.7,全部成交,2025-07-29 09:32:00
2025-07-29,10:13:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6655.8,-1331160,-1手,-,3680,30.62,全部成交,2025-07-29 10:13:00
2025-07-29,13:17:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6667.6,1333520,1手,-,0,30.67,全部成交,2025-07-29 13:17:00
2025-07-29,14:07:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6693.6,-1338720,-1手,-,-5200,30.79,全部成交,2025-07-29 14:07:00
2025-07-30,09:32:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6696,1339200,1手,-,0,30.8,全部成交,2025-07-30 09:32:00
2025-07-30,10:38:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6711.2,-1342240,-1手,-,-3040,30.87,全部成交,2025-07-30 10:38:00
2025-07-30,13:20:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6687,1337400,1手,-,0,30.76,全部成交,2025-07-30 13:20:00
2025-07-30,14:17:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6663.6,-1332720,-1手,-,4680,30.65,全部成交,2025-07-30 14:17:00
2025-07-30,14:47:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6683,1336600,1手,-,0,30.74,全部成交,2025-07-30 14:47:00
2025-07-30,14:55:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6682.6,-1336520,-1手,-,80,30.74,全部成交,2025-07-30 14:55:00
2025-07-31,10:03:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6647.6,1329520,1手,-,0,30.58,全部成交,2025-07-31 10:03:00
2025-07-31,10:53:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6662,-1332400,-1手,-,-2880,30.65,全部成交,2025-07-31 10:53:00
2025-07-31,13:12:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6653.4,1330680,1手,-,0,30.61,全部成交,2025-07-31 13:12:00
2025-07-31,13:59:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6645.2,-1329040,-1手,-,1640,30.57,全部成交,2025-07-31 13:59:00
2025-07-31,14:09:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6618.2,1323640,1手,-,0,30.44,全部成交,2025-07-31 14:09:00
2025-07-31,14:55:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6613.8,-1322760,-1手,-,880,30.42,全部成交,2025-07-31 14:55:00
2025-08-01,10:37:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6647.8,1329560,1手,-,0,30.58,全部成交,2025-08-01 10:37:00
2025-08-01,13:51:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6617.4,-1323480,-1手,-,6080,30.44,全部成交,2025-08-01 13:51:00
2025-08-04,09:32:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6608.4,1321680,1手,-,0,30.4,全部成交,2025-08-04 09:32:00
2025-08-04,10:00:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6631,-1326200,-1手,-,-4520,30.5,全部成交,2025-08-04 10:00:00
2025-08-05,10:21:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6715.6,1343120,1手,-,0,30.89,全部成交,2025-08-05 10:21:00
2025-08-05,13:17:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6727.8,-1345560,-1手,-,-2440,30.95,全部成交,2025-08-05 13:17:00
2025-08-06,14:50:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6844.6,1368920,1手,-,0,31.49,全部成交,2025-08-06 14:50:00
2025-08-06,14:55:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6839.8,-1367960,-1手,-,960,31.46,全部成交,2025-08-06 14:55:00
2025-08-07,10:07:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6826.6,1365320,1手,-,0,31.4,全部成交,2025-08-07 10:07:00
2025-08-07,11:19:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6817.6,-1363520,-1手,-,1800,31.36,全部成交,2025-08-07 11:19:00
2025-08-07,14:18:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6815.2,1363040,1手,-,0,31.35,全部成交,2025-08-07 14:18:00
2025-08-07,14:55:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6827.4,-1365480,-1手,-,-2440,31.41,全部成交,2025-08-07 14:55:00
2025-08-08,09:32:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6818.8,1363760,1手,-,0,31.37,全部成交,2025-08-08 09:32:00
2025-08-08,10:22:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6812.2,-1362440,-1手,-,1320,31.34,全部成交,2025-08-08 10:22:00
2025-08-08,11:17:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6817.4,1363480,1手,-,0,31.36,全部成交,2025-08-08 11:17:00
2025-08-08,13:02:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6833,-1366600,-1手,-,-3120,31.43,全部成交,2025-08-08 13:02:00
2025-08-08,13:29:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6804.8,1360960,1手,-,0,31.3,全部成交,2025-08-08 13:29:00
2025-08-08,14:10:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6829.2,-1365840,-1手,-,-4880,31.41,全部成交,2025-08-08 14:10:00
2025-08-11,14:10:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6929.2,1385840,1手,-,0,31.87,全部成交,2025-08-11 14:10:00
2025-08-11,14:55:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6933.6,-1386720,-1手,-,-880,31.89,全部成交,2025-08-11 14:55:00
2025-08-12,09:46:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6906.4,1381280,1手,-,0,31.77,全部成交,2025-08-12 09:46:00
2025-08-12,11:23:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6923.4,-1384680,-1手,-,-3400,31.85,全部成交,2025-08-12 11:23:00
2025-08-13,10:03:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,6994.8,1398960,1手,-,0,32.18,全部成交,2025-08-13 10:03:00
2025-08-13,10:39:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,7019.4,-1403880,-1手,-,-4920,32.29,全部成交,2025-08-13 10:39:00
2025-08-13,14:23:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,7054.8,1410960,1手,-,0,32.45,全部成交,2025-08-13 14:23:00
2025-08-13,14:55:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,7062.8,-1412560,-1手,-,-1600,32.49,全部成交,2025-08-13 14:55:00
2025-08-14,10:42:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,7053.6,1410720,1手,-,0,32.45,全部成交,2025-08-14 10:42:00
2025-08-14,13:38:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,7007,-1401400,-1手,-,9320,32.23,全部成交,2025-08-14 13:38:00
2025-08-14,14:38:00,金融期货,中证1000指数(IM2508.CCFX),开空,市价单,1手,7001.4,1400280,1手,-,0,32.21,全部成交,2025-08-14 14:38:00
2025-08-14,14:55:00,金融期货,中证1000指数(IM2508.CCFX),平空,市价单,-1手,6989.8,-1397960,-1手,-,2320,32.15,全部成交,2025-08-14 14:55:00
2025-08-15,09:31:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,6929,1385800,1手,-,0,31.87,全部成交,2025-08-15 09:31:00
2025-08-15,09:36:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,6953.8,-1390760,-1手,-,-4960,31.99,全部成交,2025-08-15 09:36:00
2025-08-15,11:10:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7000.4,1400080,1手,-,0,32.2,全部成交,2025-08-15 11:10:00
2025-08-15,11:26:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7021.8,-1404360,-1手,-,-4280,32.3,全部成交,2025-08-15 11:26:00
2025-08-15,14:29:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7060.6,1412120,1手,-,0,32.48,全部成交,2025-08-15 14:29:00
2025-08-15,14:55:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7077.2,-1415440,-1手,-,-3320,32.56,全部成交,2025-08-15 14:55:00
2025-08-18,13:23:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7215.6,1443120,1手,-,0,33.19,全部成交,2025-08-18 13:23:00
2025-08-18,14:39:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7192,-1438400,-1手,-,4720,33.08,全部成交,2025-08-18 14:39:00
2025-08-19,09:32:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7185.2,1437040,1手,-,0,33.05,全部成交,2025-08-19 09:32:00
2025-08-19,09:40:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7200.2,-1440040,-1手,-,-3000,33.12,全部成交,2025-08-19 09:40:00
2025-08-19,10:01:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7176.6,1435320,1手,-,0,33.01,全部成交,2025-08-19 10:01:00
2025-08-19,10:32:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7187,-1437400,-1手,-,-2080,33.06,全部成交,2025-08-19 10:32:00
2025-08-19,13:28:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7207.2,1441440,1手,-,0,33.15,全部成交,2025-08-19 13:28:00
2025-08-19,14:06:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7203.4,-1440680,-1手,-,760,33.14,全部成交,2025-08-19 14:06:00
2025-08-19,14:27:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7173.4,1434680,1手,-,0,33,全部成交,2025-08-19 14:27:00
2025-08-19,14:48:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7197.2,-1439440,-1手,-,-4760,33.11,全部成交,2025-08-19 14:48:00
2025-08-20,09:32:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7126.4,1425280,1手,-,0,32.78,全部成交,2025-08-20 09:32:00
2025-08-20,09:49:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7173.6,-1434720,-1手,-,-9440,33,全部成交,2025-08-20 09:49:00
2025-08-20,10:07:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7142.4,1428480,1手,-,0,32.86,全部成交,2025-08-20 10:07:00
2025-08-20,10:31:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7174,-1434800,-1手,-,-6320,33,全部成交,2025-08-20 10:31:00
2025-08-20,10:58:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7167,1433400,1手,-,0,32.97,全部成交,2025-08-20 10:58:00
2025-08-20,13:24:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7133.6,-1426720,-1手,-,6680,32.81,全部成交,2025-08-20 13:24:00
2025-08-21,09:46:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7260.8,1452160,1手,-,0,33.4,全部成交,2025-08-21 09:46:00
2025-08-21,10:24:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7220.2,-1444040,-1手,-,8120,33.21,全部成交,2025-08-21 10:24:00
2025-08-21,11:10:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7213.4,1442680,1手,-,0,33.18,全部成交,2025-08-21 11:10:00
2025-08-21,13:07:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7218,-1443600,-1手,-,-920,33.2,全部成交,2025-08-21 13:07:00
2025-08-21,13:35:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7207.6,1441520,1手,-,0,33.15,全部成交,2025-08-21 13:35:00
2025-08-21,14:53:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7206.2,-1441240,-1手,-,280,33.15,全部成交,2025-08-21 14:53:00
2025-08-22,10:03:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7255.4,1451080,1手,-,0,33.37,全部成交,2025-08-22 10:03:00
2025-08-22,10:33:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7251.8,-1450360,-1手,-,720,33.36,全部成交,2025-08-22 10:33:00
2025-08-22,11:28:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7264.6,1452920,1手,-,0,33.42,全部成交,2025-08-22 11:28:00
2025-08-22,13:02:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7277.6,-1455520,-1手,-,-2600,33.48,全部成交,2025-08-22 13:02:00
2025-08-22,13:22:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7254.2,1450840,1手,-,0,33.37,全部成交,2025-08-22 13:22:00
2025-08-22,13:44:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7270.6,-1454120,-1手,-,-3280,33.44,全部成交,2025-08-22 13:44:00
2025-08-25,11:18:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7451,1490200,1手,-,0,34.27,全部成交,2025-08-25 11:18:00
2025-08-25,13:50:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7390.2,-1478040,-1手,-,12160,33.99,全部成交,2025-08-25 13:50:00
2025-08-26,09:32:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7407.2,1481440,1手,-,0,34.07,全部成交,2025-08-26 09:32:00
2025-08-26,09:51:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7426.4,-1485280,-1手,-,-3840,34.16,全部成交,2025-08-26 09:51:00
2025-08-26,10:28:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7438.6,1487720,1手,-,0,34.22,全部成交,2025-08-26 10:28:00
2025-08-26,11:17:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7450.2,-1490040,-1手,-,-2320,34.27,全部成交,2025-08-26 11:17:00
2025-08-26,13:16:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7441.8,1488360,1手,-,0,34.23,全部成交,2025-08-26 13:16:00
2025-08-26,13:48:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7458,-1491600,-1手,-,-3240,34.31,全部成交,2025-08-26 13:48:00
2025-08-26,14:22:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7450.6,1490120,1手,-,0,34.27,全部成交,2025-08-26 14:22:00
2025-08-26,14:55:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7415.4,-1483080,-1手,-,7040,34.11,全部成交,2025-08-26 14:55:00
2025-08-27,09:59:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7449.6,1489920,1手,-,0,34.27,全部成交,2025-08-27 09:59:00
2025-08-27,10:10:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7473,-1494600,-1手,-,-4680,34.38,全部成交,2025-08-27 10:10:00
2025-08-27,10:32:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7465.8,1493160,1手,-,0,34.34,全部成交,2025-08-27 10:32:00
2025-08-27,10:54:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7475,-1495000,-1手,-,-1840,34.38,全部成交,2025-08-27 10:54:00
2025-08-27,13:15:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7487.8,1497560,1手,-,0,34.44,全部成交,2025-08-27 13:15:00
2025-08-27,14:55:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7280.2,-1456040,-1手,-,41520,33.49,全部成交,2025-08-27 14:55:00
2025-08-28,09:31:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7336.6,1467320,1手,-,0,33.75,全部成交,2025-08-28 09:31:00
2025-08-28,09:34:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7333,-1466600,-1手,-,720,33.73,全部成交,2025-08-28 09:34:00
2025-08-28,09:41:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7304.4,1460880,1手,-,0,33.6,全部成交,2025-08-28 09:41:00
2025-08-28,09:45:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7337.8,-1467560,-1手,-,-6680,33.75,全部成交,2025-08-28 09:45:00
2025-08-28,09:58:00,金融期货,中证1000指数(IM2509.CCFX),开空,市价单,1手,7305.4,1461080,1手,-,0,33.6,全部成交,2025-08-28 09:58:00
2025-08-28,10:29:00,金融期货,中证1000指数(IM2509.CCFX),平空,市价单,-1手,7329.8,-1465960,-1手,-,-4880,33.72,全部成交,2025-08-28 10:29:00
